339.90	0.00
340.13	70.00
340.37	70.00
340.60	70.00
340.83	70.00
341.06	72.00
341.29	74.00
341.52	81.00
341.75	88.00
341.98	84.00
342.21	81.00
342.44	82.00
342.67	82.00
342.91	84.00
343.14	100.00
343.37	93.00
343.60	94.00
343.83	88.00
344.06	83.00
344.29	82.00
344.52	80.00
344.75	81.00
344.98	81.00
345.21	80.00
345.44	82.00
345.68	79.00
345.91	78.00
346.14	78.00
346.37	80.00
346.60	82.00
346.83	83.00
347.06	84.00
347.29	89.00
347.52	86.00
347.75	83.00
347.98	82.00
348.21	82.00
348.44	83.00
348.67	85.00
348.90	83.00
349.14	83.00
349.37	84.00
349.60	84.00
349.83	85.00
350.06	84.00
350.29	86.00
350.52	86.00
350.75	83.00
350.98	81.00
351.21	81.00
351.44	84.00
351.67	83.00
351.90	84.00
352.13	81.00
352.36	81.00
352.59	78.00
352.82	77.00
353.05	80.00
353.29	82.00
353.52	82.00
353.75	82.00
353.98	84.00
354.21	83.00
354.44	84.00
354.67	83.00
354.90	90.00
355.13	89.00
355.36	83.00
355.59	84.00
355.82	406.00
356.05	100.00
356.28	97.00
356.51	92.00
356.74	86.00
356.97	89.00
357.20	87.00
357.43	85.00
357.66	83.00
357.89	82.00
358.12	84.00
358.35	86.00
358.58	84.00
358.81	84.00
359.04	82.00
359.27	82.00
359.50	80.00
359.73	81.00
359.96	186.00
360.19	103.00
360.42	92.00
360.65	88.00
360.88	86.00
361.11	84.00
361.34	92.00
361.57	90.00
361.80	85.00
362.03	93.00
362.26	88.00
362.49	95.00
362.72	90.00
362.95	87.00
363.18	107.00
363.41	91.00
363.64	88.00
363.87	89.00
364.10	87.00
364.33	83.00
364.56	104.00
364.79	95.00
365.02	88.00
365.25	87.00
365.48	85.00
365.71	87.00
365.94	90.00
366.17	87.00
366.40	86.00
366.63	85.00
366.86	88.00
367.09	89.00
367.32	87.00
367.55	84.00
367.78	84.00
368.01	85.00
368.24	84.00
368.47	81.00
368.70	82.00
368.93	83.00
369.16	83.00
369.39	85.00
369.62	90.00
369.85	89.00
370.08	87.00
370.31	84.00
370.54	81.00
370.77	82.00
371.00	84.00
371.23	105.00
371.46	97.00
371.69	91.00
371.92	86.00
372.15	87.00
372.38	86.00
372.61	90.00
372.84	91.00
373.07	89.00
373.30	88.00
373.53	87.00
373.76	95.00
373.98	90.00
374.21	90.00
374.44	93.00
374.67	92.00
374.90	89.00
375.13	85.00
375.36	84.00
375.59	88.00
375.82	89.00
376.05	86.00
376.28	90.00
376.51	88.00
376.74	87.00
376.97	87.00
377.20	88.00
377.43	87.00
377.66	84.00
377.89	84.00
378.12	84.00
378.34	82.00
378.57	83.00
378.80	86.00
379.03	87.00
379.26	85.00
379.49	86.00
379.72	86.00
379.95	98.00
380.18	94.00
380.41	89.00
380.64	87.00
380.87	88.00
381.10	96.00
381.33	89.00
381.55	87.00
381.78	102.00
382.01	93.00
382.24	89.00
382.47	86.00
382.70	85.00
382.93	84.00
383.16	82.00
383.39	83.00
383.62	85.00
383.85	86.00
384.08	91.00
384.30	90.00
384.53	85.00
384.76	85.00
384.99	88.00
385.22	101.00
385.45	97.00
385.68	90.00
385.91	86.00
