339.90	0.00
340.13	163.00
340.37	170.00
340.60	169.00
340.83	168.00
341.06	167.00
341.29	170.00
341.52	172.00
341.75	173.00
341.98	180.00
342.21	171.00
342.44	175.00
342.67	173.00
342.91	171.00
343.14	176.00
343.37	173.00
343.60	178.00
343.83	175.00
344.06	173.00
344.29	173.00
344.52	168.00
344.75	170.00
344.98	172.00
345.21	172.00
345.44	176.00
345.68	175.00
345.91	177.00
346.14	175.00
346.37	173.00
346.60	172.00
346.83	174.00
347.06	173.00
347.29	174.00
347.52	175.00
347.75	174.00
347.98	177.00
348.21	177.00
348.44	172.00
348.67	173.00
348.90	175.00
349.14	170.00
349.37	173.00
349.60	171.00
349.83	176.00
350.06	175.00
350.29	176.00
350.52	174.00
350.75	175.00
350.98	175.00
351.21	179.00
351.44	172.00
351.67	176.00
351.90	172.00
352.13	175.00
352.36	176.00
352.59	176.00
352.82	177.00
353.05	175.00
353.29	175.00
353.52	176.00
353.75	180.00
353.98	178.00
354.21	180.00
354.44	175.00
354.67	173.00
354.90	180.00
355.13	174.00
355.36	175.00
355.59	176.00
355.82	192.00
356.05	177.00
356.28	178.00
356.51	179.00
356.74	175.00
356.97	175.00
357.20	177.00
357.43	176.00
357.66	173.00
357.89	174.00
358.12	176.00
358.35	174.00
358.58	179.00
358.81	178.00
359.04	176.00
359.27	176.00
359.50	180.00
359.73	175.00
359.96	184.00
360.19	177.00
360.42	174.00
360.65	172.00
360.88	177.00
361.11	174.00
361.34	178.00
361.57	178.00
361.80	178.00
362.03	176.00
362.26	173.00
362.49	180.00
362.72	175.00
362.95	180.00
363.18	179.00
363.41	174.00
363.64	173.00
363.87	179.00
364.10	177.00
364.33	179.00
364.56	183.00
364.79	182.00
365.02	183.00
365.25	189.00
365.48	237.00
365.71	331.00
365.94	350.00
366.17	350.00
366.40	297.00
366.63	245.00
366.86	217.00
367.09	207.00
367.32	202.00
367.55	198.00
367.78	187.00
368.01	180.00
368.24	177.00
368.47	178.00
368.70	178.00
368.93	177.00
369.16	178.00
369.39	175.00
369.62	177.00
369.85	177.00
370.08	181.00
370.31	179.00
370.54	179.00
370.77	178.00
371.00	178.00
371.23	181.00
371.46	182.00
371.69	176.00
371.92	181.00
372.15	176.00
372.38	178.00
372.61	180.00
372.84	180.00
373.07	172.00
373.30	180.00
373.53	175.00
373.76	176.00
373.98	181.00
374.21	182.00
374.44	182.00
374.67	176.00
374.90	185.00
375.13	179.00
375.36	176.00
375.59	175.00
375.82	177.00
376.05	178.00
376.28	175.00
