339.90	0.00
340.13	59.00
340.37	59.00
340.60	59.00
340.83	59.00
341.06	58.00
341.29	59.00
341.52	60.00
341.75	63.00
341.98	65.00
342.21	64.00
342.44	64.00
342.67	64.00
342.91	65.00
343.14	68.00
343.37	70.00
343.60	72.00
343.83	71.00
344.06	70.00
344.29	68.00
344.52	67.00
344.75	67.00
344.98	67.00
345.21	67.00
345.44	64.00
345.68	66.00
345.91	65.00
346.14	69.00
346.37	74.00
346.60	76.00
346.83	76.00
347.06	76.00
347.29	78.00
347.52	76.00
347.75	75.00
347.98	75.00
348.21	76.00
348.44	77.00
348.67	79.00
348.90	80.00
349.14	79.00
349.37	80.00
349.60	80.00
349.83	84.00
350.06	80.00
350.29	82.00
350.52	83.00
350.75	80.00
350.98	79.00
351.21	79.00
351.44	81.00
351.67	80.00
351.90	81.00
352.13	79.00
352.36	77.00
352.59	80.00
352.82	79.00
353.05	82.00
353.29	82.00
353.52	80.00
353.75	82.00
353.98	83.00
354.21	84.00
354.44	85.00
354.67	86.00
354.90	88.00
355.13	84.00
355.36	82.00
355.59	80.00
355.82	261.00
356.05	98.00
356.28	92.00
356.51	86.00
356.74	85.00
356.97	82.00
357.20	82.00
357.43	82.00
357.66	78.00
357.89	77.00
358.12	78.00
358.35	82.00
358.58	82.00
358.81	82.00
359.04	81.00
359.27	80.00
359.50	83.00
359.73	85.00
359.96	134.00
360.19	101.00
360.42	91.00
360.65	87.00
360.88	85.00
361.11	85.00
361.34	89.00
361.57	88.00
361.80	87.00
362.03	93.00
362.26	90.00
362.49	94.00
362.72	93.00
362.95	90.00
363.18	100.00
363.41	94.00
363.64	92.00
363.87	93.00
364.10	93.00
364.33	90.00
364.56	103.00
364.79	98.00
365.02	95.00
365.25	92.00
365.48	95.00
365.71	97.00
365.94	104.00
366.17	98.00
366.40	97.00
366.63	97.00
366.86	96.00
367.09	97.00
367.32	98.00
367.55	96.00
367.78	93.00
368.01	96.00
368.24	96.00
368.47	96.00
368.70	96.00
368.93	98.00
369.16	101.00
369.39	102.00
369.62	104.00
369.85	100.00
370.08	101.00
370.31	97.00
370.54	100.00
370.77	102.00
371.00	102.00
371.23	117.00
371.46	110.00
371.69	104.00
371.92	101.00
372.15	99.00
372.38	99.00
372.61	100.00
372.84	105.00
373.07	99.00
373.30	100.00
373.53	99.00
373.76	105.00
373.98	103.00
374.21	100.00
374.44	101.00
374.67	105.00
374.90	106.00
375.13	105.00
375.36	108.00
375.59	107.00
375.82	106.00
376.05	104.00
376.28	108.00
376.51	111.00
376.74	110.00
376.97	113.00
377.20	118.00
377.43	118.00
377.66	122.00
377.89	123.00
378.12	120.00
378.34	119.00
378.57	117.00
378.80	115.00
379.03	109.00
379.26	110.00
